pelanggan_id,trx_30d,hari_sejak_transaksi_terakhir,nilai_rata2,pakai_promo,kanal,jumlah_produk_beda,churn
C02484,1,9,87800.0,0,iklan,5,1
C02485,6,39,60100.0,0,iklan,2,0
C02486,3,1,65700.0,0,organik,4,0
C02487,4,24,64000.0,1,organik,1,1
C02488,6,56,62200.0,1,organik,1,0
C02489,5,22,70200.0,1,iklan,3,0
C02490,5,1,15100.0,1,iklan,4,0
C02491,5,43,63500.0,0,organik,1,0
C02492,2,29,108700.0,1,referral,2,0
C02493,3,31,70800.0,0,iklan,5,0
C02494,6,5,112300.0,0,iklan,4,1
C02495,5,27,50000.0,0,iklan,1,0
C02496,4,43,85600.0,1,referral,4,0
C02497,1,37,74100.0,0,referral,1,0
C02498,3,19,118900.0,1,organik,4,0
C02499,6,49,63600.0,1,organik,5,1
C02500,4,3,30500.0,1,organik,3,0
C02501,4,38,70800.0,0,organik,5,0
C02502,5,51,81400.0,0,iklan,2,1
C02503,3,28,58700.0,0,organik,2,1
C02504,2,54,42100.0,1,organik,2,1
C02505,2,5,84800.0,1,organik,3,0
C02506,3,29,95400.0,0,referral,1,1
C02507,3,14,75000.0,0,organik,4,0
C02508,3,28,70500.0,0,referral,2,0
C02509,4,55,63500.0,1,organik,1,1
C02510,2,6,70300.0,0,iklan,5,0
C02511,5,26,76600.0,0,iklan,5,0
C02512,2,51,69400.0,0,organik,1,0
C02513,4,10,97900.0,1,iklan,3,0
C02514,5,25,61600.0,1,organik,1,1
C02515,1,8,116400.0,0,iklan,3,1
C02516,5,41,74100.0,0,referral,2,0
C02517,4,28,63500.0,1,iklan,2,0
C02518,5,59,93500.0,0,iklan,1,0
C02519,8,11,85400.0,0,organik,5,0
C02520,4,2,103200.0,0,organik,5,0
C02521,4,6,130300.0,1,referral,5,0
C02522,3,39,124500.0,1,iklan,4,1
C02523,1,28,57400.0,0,iklan,3,0
C02524,5,7,103900.0,0,referral,3,0
C02525,3,7,127200.0,0,organik,5,0
C02526,3,39,96800.0,0,iklan,2,0
C02527,2,49,103000.0,1,organik,1,1
C02528,6,42,83700.0,1,referral,2,0
C02529,3,56,94100.0,0,organik,1,1
C02530,2,12,68400.0,1,iklan,4,0
C02531,2,36,92000.0,0,referral,2,0
C02532,4,16,88500.0,0,iklan,3,0
C02533,2,7,77500.0,1,organik,3,0
C02534,3,48,128100.0,0,iklan,4,0
C02535,3,14,65800.0,1,organik,5,0
C02536,3,10,125200.0,0,organik,1,0
C02537,3,18,57800.0,1,organik,1,1
C02538,0,13,83300.0,1,iklan,2,0
C02539,4,51,43600.0,1,organik,5,1
C02540,1,31,87300.0,0,iklan,2,1
C02541,1,39,102100.0,1,organik,4,0
C02542,6,45,97900.0,1,organik,2,0
C02543,4,53,70900.0,0,organik,4,0
C02544,2,28,87200.0,0,iklan,2,0
C02545,4,42,53700.0,0,referral,5,0
C02546,3,42,94400.0,0,iklan,5,0
C02547,1,19,80100.0,1,iklan,1,1
C02548,4,57,86800.0,0,iklan,2,0
C02549,4,36,89900.0,0,referral,4,0
C02550,3,46,105400.0,0,iklan,5,0
C02551,3,10,85200.0,0,iklan,2,0
C02552,2,37,102300.0,0,organik,3,0
C02553,2,26,31100.0,0,organik,2,0
C02554,3,31,102200.0,0,organik,2,1
C02555,2,29,100900.0,1,organik,2,1
C02556,4,54,74300.0,0,iklan,4,0
C02557,4,1,66000.0,0,organik,3,0
C02558,5,34,95300.0,1,iklan,5,0
C02559,3,3,96700.0,1,iklan,1,1
C02560,6,31,70600.0,0,organik,1,0
C02561,4,30,68700.0,1,organik,5,1
C02562,4,21,105600.0,1,organik,5,0
C02563,6,45,88800.0,0,organik,4,0
C02564,5,45,32600.0,0,iklan,1,0
C02565,1,3,67200.0,1,iklan,2,1
C02566,5,57,62200.0,0,iklan,1,1
C02567,2,40,59700.0,1,referral,5,0
C02568,1,42,58700.0,1,organik,4,1
C02569,6,25,46800.0,0,iklan,4,0
C02570,5,37,55200.0,1,organik,4,0
C02571,5,53,48400.0,0,organik,3,0
C02572,0,36,84200.0,0,organik,2,1
C02573,2,19,39500.0,0,organik,3,0
C02574,3,57,58700.0,1,iklan,2,1
C02575,2,9,92600.0,1,referral,2,0
C02576,1,46,47600.0,1,referral,5,0
C02577,3,8,69500.0,1,referral,2,0
C02578,3,30,113900.0,1,organik,5,0
C02579,5,53,131200.0,1,iklan,3,0
C02580,0,13,50200.0,0,organik,3,1
C02581,5,28,136000.0,1,iklan,5,0
C02582,3,5,71600.0,0,iklan,2,0
C02583,3,43,105800.0,0,organik,3,1
C02584,3,10,71000.0,0,iklan,4,0
C02585,3,55,62200.0,1,organik,1,0
C02586,0,28,121100.0,1,iklan,5,1
C02587,2,34,113500.0,0,referral,4,1
C02588,1,29,105300.0,1,referral,1,0
C02589,5,37,54700.0,0,organik,2,0
C02590,1,47,84300.0,0,iklan,5,1
C02591,5,13,98000.0,0,iklan,4,0
C02592,5,16,84400.0,0,organik,3,0
C02593,1,44,83300.0,1,organik,1,1
C02594,6,14,107200.0,0,iklan,1,0
C02595,6,53,108500.0,1,iklan,5,1
C02596,7,31,106600.0,0,organik,5,0
C02597,0,12,104800.0,0,organik,5,1
C02598,5,11,71000.0,1,iklan,5,0
C02599,3,6,95600.0,0,referral,4,0
C02600,2,14,100000.0,0,iklan,4,0
C02601,0,26,75200.0,0,referral,4,1
C02602,4,43,69400.0,0,iklan,2,1
C02603,6,27,117000.0,1,organik,3,0
C02604,2,10,77000.0,1,iklan,4,0
C02605,3,29,79700.0,1,organik,5,1
C02606,4,58,67600.0,1,iklan,4,1
C02607,4,26,62600.0,1,iklan,4,0
C02608,3,39,77900.0,0,iklan,4,1
C02609,3,23,63200.0,0,organik,5,0
C02610,4,58,94800.0,0,referral,1,1
C02611,5,31,86500.0,0,referral,3,1
C02612,2,37,59700.0,0,organik,2,0
C02613,1,53,80500.0,0,iklan,5,1
C02614,1,35,60400.0,0,iklan,3,1
C02615,0,15,60300.0,0,organik,3,1
C02616,3,40,116700.0,1,iklan,4,0
C02617,5,18,78100.0,0,organik,5,0
C02618,9,3,125800.0,1,organik,2,0
C02619,3,28,132500.0,0,organik,4,0
C02620,0,18,85600.0,1,iklan,5,1
C02621,1,3,76400.0,0,organik,1,0
C02622,7,24,81600.0,1,iklan,1,0
C02623,6,31,42800.0,1,organik,4,0
C02624,2,16,90000.0,0,iklan,3,0
C02625,4,17,29100.0,0,organik,2,0
C02626,4,40,85000.0,1,organik,2,1
C02627,1,3,56400.0,0,organik,4,0
C02628,2,40,105000.0,0,iklan,5,0
C02629,3,6,92300.0,1,organik,2,1
C02630,4,34,90100.0,1,iklan,1,1
C02631,8,13,56400.0,0,organik,3,0
C02632,4,5,77400.0,0,iklan,1,0
C02633,3,26,51100.0,0,referral,3,1
C02634,3,56,81400.0,1,referral,1,1
C02635,5,27,113900.0,0,organik,4,0
C02636,5,26,32700.0,0,organik,5,0
C02637,0,47,83100.0,0,referral,4,1
C02638,2,4,88900.0,0,organik,4,0
C02639,1,15,50700.0,0,organik,5,0
C02640,3,52,56400.0,0,referral,3,0
C02641,3,46,65900.0,1,iklan,3,1
C02642,1,48,76200.0,0,organik,5,0
C02643,4,31,77400.0,0,iklan,1,0
C02644,3,27,72300.0,0,iklan,4,0
C02645,1,29,77100.0,0,organik,1,1
C02646,5,38,89100.0,1,iklan,3,0
C02647,2,30,78100.0,0,referral,1,1
C02648,4,18,82700.0,0,referral,4,0
C02649,2,3,62900.0,0,iklan,3,0
C02650,4,46,75000.0,1,organik,3,1
C02651,4,5,32000.0,1,referral,1,0
C02652,4,13,115300.0,1,organik,2,1
C02653,1,49,35800.0,0,referral,2,1
C02654,4,11,73600.0,0,organik,5,0
C02655,2,24,63300.0,1,organik,3,1
C02656,3,45,33100.0,0,referral,4,0
C02657,2,8,101700.0,0,organik,4,0
C02658,2,16,92500.0,0,organik,4,0
C02659,2,20,60100.0,0,referral,1,0
C02660,3,55,65800.0,1,organik,2,1
C02661,4,47,53400.0,0,iklan,4,1
C02662,3,4,61500.0,0,organik,3,0
C02663,0,25,53400.0,0,iklan,2,0
C02664,8,50,87400.0,1,organik,2,0
C02665,4,16,44400.0,1,iklan,1,0
C02666,6,10,52500.0,0,organik,5,0
C02667,3,6,90800.0,0,iklan,2,1
C02668,1,54,83000.0,0,organik,4,0
C02669,3,43,85200.0,1,iklan,2,0
C02670,4,44,56500.0,0,organik,4,1
C02671,3,9,25600.0,0,iklan,5,0
C02672,3,40,113200.0,0,organik,3,0
C02673,3,14,53800.0,1,organik,3,0
C02674,1,1,58800.0,1,iklan,1,0
C02675,4,39,62700.0,0,referral,3,0
C02676,3,1,106500.0,0,organik,4,0
C02677,5,31,103500.0,0,organik,2,0
C02678,4,25,71500.0,0,organik,1,1
C02679,4,4,67200.0,0,organik,2,0
C02680,3,1,63500.0,0,organik,3,0
C02681,5,50,71100.0,0,organik,4,0
C02682,1,3,74500.0,0,organik,5,0
C02683,1,33,83000.0,0,organik,1,1
C02684,1,49,51100.0,0,organik,4,0
C02685,2,32,108200.0,1,iklan,5,0
C02686,4,13,102700.0,1,iklan,4,1
C02687,2,3,101800.0,0,iklan,3,1
C02688,4,44,98700.0,0,iklan,1,0
C02689,0,48,15000.0,0,organik,1,0
C02690,1,45,64400.0,0,iklan,3,1
C02691,2,30,72200.0,0,organik,1,1
C02692,2,52,109800.0,0,iklan,3,1
C02693,1,2,109600.0,0,organik,4,1
C02694,2,51,78600.0,0,iklan,1,0
C02695,5,48,100600.0,0,organik,5,0
C02696,7,47,96700.0,0,organik,3,0
C02697,3,6,35200.0,0,organik,2,0
C02698,2,40,15000.0,1,organik,2,1
C02699,1,59,80800.0,0,organik,2,1
C02700,2,56,140500.0,0,organik,1,1
C02701,3,34,90700.0,1,referral,3,0
C02702,9,17,47500.0,1,organik,3,0
C02703,1,17,88300.0,0,organik,3,0
C02704,3,7,99100.0,1,organik,3,0
C02705,4,41,82400.0,1,iklan,4,0
C02706,6,21,75900.0,0,iklan,4,0
C02707,3,16,62400.0,1,iklan,5,0
C02708,3,3,84700.0,1,organik,2,0
C02709,0,56,85100.0,1,iklan,5,0
C02710,3,4,78700.0,0,referral,4,0
C02711,1,40,74100.0,0,iklan,2,1
C02712,1,59,119200.0,0,referral,2,1
C02713,2,19,59100.0,0,organik,5,0
C02714,6,33,78500.0,0,organik,3,0
C02715,2,23,58800.0,1,referral,3,0
C02716,7,8,91800.0,0,iklan,5,0
C02717,2,51,87200.0,1,iklan,1,1
C02718,3,51,68900.0,0,organik,1,1
C02719,3,57,56400.0,0,iklan,2,1
C02720,3,45,78400.0,1,organik,3,1
C02721,4,3,67600.0,1,organik,1,0
C02722,3,17,106800.0,0,iklan,4,0
C02723,4,42,57300.0,0,organik,3,0
C02724,3,51,133700.0,0,organik,1,1
C02725,3,42,94000.0,1,iklan,1,1
C02726,3,31,72800.0,0,iklan,5,1
C02727,3,13,61700.0,0,organik,2,0
C02728,3,44,64400.0,1,iklan,5,1
C02729,3,30,89500.0,0,iklan,5,0
C02730,3,37,101100.0,0,organik,2,1
C02731,1,11,87600.0,1,organik,2,0
C02732,5,47,80000.0,1,iklan,1,1
C02733,4,16,123800.0,0,iklan,2,1
C02734,2,9,23900.0,0,referral,4,0
C02735,3,31,89900.0,0,organik,1,0
C02736,4,41,66300.0,0,organik,2,0
C02737,4,23,83000.0,0,organik,4,0
C02738,3,45,64000.0,0,referral,1,0
C02739,1,59,80700.0,0,organik,5,0
C02740,7,52,39100.0,0,iklan,4,0
C02741,4,44,113200.0,0,organik,4,0
C02742,4,40,50600.0,0,iklan,4,1
C02743,2,3,51200.0,0,organik,5,0
C02744,3,44,76000.0,1,organik,4,0
C02745,4,41,63800.0,0,iklan,2,1
C02746,3,46,107000.0,1,iklan,5,1
C02747,5,18,82100.0,0,organik,2,0
C02748,1,11,98400.0,1,organik,2,0
C02749,5,43,116200.0,1,iklan,1,0
C02750,4,35,152800.0,0,iklan,2,0
C02751,2,24,70700.0,0,referral,4,0
C02752,1,30,90800.0,0,iklan,3,0
C02753,4,19,95800.0,0,organik,3,0
C02754,3,51,101300.0,1,organik,5,0
C02755,1,26,78400.0,1,organik,2,0
C02756,1,29,85200.0,1,organik,1,1
C02757,2,34,80300.0,1,organik,3,1
C02758,2,23,29800.0,0,iklan,1,1
C02759,4,57,80700.0,1,organik,1,1
C02760,3,12,92500.0,0,iklan,2,0
C02761,3,15,97200.0,0,iklan,2,1
C02762,3,31,27300.0,0,organik,3,1
C02763,2,19,118100.0,0,iklan,5,0
C02764,3,25,81000.0,1,organik,3,0
C02765,6,31,70100.0,0,organik,5,0
C02766,2,1,79400.0,0,organik,5,0
C02767,5,56,86300.0,1,iklan,4,0
C02768,5,9,65200.0,1,iklan,5,0
C02769,3,58,133100.0,1,iklan,3,0
C02770,2,5,121400.0,0,organik,3,0
C02771,7,55,89500.0,1,organik,4,0
C02772,3,59,91800.0,1,organik,5,1
C02773,2,53,108500.0,1,organik,2,1
C02774,4,24,82800.0,1,organik,5,0
C02775,5,20,73400.0,0,organik,1,0
C02776,0,2,85000.0,0,referral,3,0
C02777,5,44,95700.0,1,organik,5,1
C02778,3,27,84800.0,0,iklan,5,0
C02779,5,36,72300.0,1,organik,1,0
C02780,7,42,48800.0,0,referral,4,0
C02781,4,30,97500.0,1,organik,4,0
C02782,6,40,84400.0,1,referral,5,0
C02783,1,41,108400.0,1,organik,2,1
C02784,3,3,95600.0,0,iklan,3,0
C02785,0,19,111400.0,0,organik,1,0
C02786,7,4,41100.0,1,referral,5,0
C02787,3,7,92700.0,0,organik,5,0
C02788,1,27,132200.0,1,organik,4,0
C02789,6,34,96400.0,0,organik,4,0
C02790,4,38,107800.0,0,referral,3,0
C02791,3,31,85100.0,1,organik,1,0
C02792,6,17,87400.0,1,referral,4,0
C02793,3,20,70400.0,0,iklan,2,1
C02794,6,10,86800.0,0,organik,4,0
C02795,4,27,90000.0,1,iklan,5,0
C02796,4,51,92500.0,1,organik,2,0
C02797,3,20,117200.0,1,iklan,4,0
C02798,5,39,93700.0,0,iklan,4,0
C02799,2,55,99900.0,0,iklan,1,1
C02800,6,8,69100.0,1,iklan,1,0
C02801,1,25,89700.0,0,organik,5,0
C02802,6,15,48600.0,0,organik,5,0
C02803,1,30,99300.0,0,iklan,3,0
C02804,0,15,52800.0,0,organik,3,0
C02805,4,21,59100.0,1,iklan,3,0
C02806,4,4,66900.0,1,iklan,2,0
C02807,4,3,71600.0,1,organik,2,0
C02808,2,49,73800.0,0,iklan,1,1
C02809,4,53,55200.0,0,organik,5,0
C02810,1,54,70900.0,1,iklan,2,1
C02811,2,15,112200.0,0,organik,3,0
C02812,7,19,43800.0,0,iklan,1,0
C02813,6,7,86100.0,0,referral,4,0
C02814,5,50,58200.0,0,organik,2,0
C02815,6,21,21500.0,1,iklan,5,0
C02816,5,7,29700.0,1,referral,3,0
C02817,6,51,130000.0,1,organik,1,1
C02818,3,53,39100.0,1,organik,1,0
C02819,3,50,57500.0,0,organik,1,1
C02820,3,28,107800.0,0,iklan,2,1
C02821,3,5,76300.0,0,organik,3,0
C02822,5,37,89800.0,0,iklan,4,0
C02823,4,22,85400.0,0,iklan,5,0
C02824,4,43,95700.0,1,organik,3,0
C02825,3,30,82600.0,1,organik,4,0
C02826,3,58,89000.0,0,referral,2,1
C02827,0,46,55300.0,1,iklan,5,1
C02828,2,39,94500.0,1,iklan,4,0
C02829,2,40,89800.0,0,iklan,4,1
C02830,2,5,82600.0,0,referral,5,0
C02831,6,37,104900.0,0,organik,5,0
C02832,3,38,95100.0,0,organik,2,0
C02833,8,27,93100.0,0,organik,3,0
C02834,3,40,70600.0,0,referral,4,0
C02835,3,52,59700.0,1,organik,3,0
C02836,4,36,79900.0,0,iklan,4,0
C02837,5,50,83300.0,0,organik,1,0
C02838,4,15,56600.0,0,organik,2,0
C02839,2,14,53600.0,1,referral,5,0
C02840,7,35,71000.0,0,organik,1,0
C02841,4,26,87300.0,1,organik,1,0
C02842,6,51,107700.0,0,organik,1,0
C02843,1,7,70900.0,1,organik,5,0
C02844,5,8,73800.0,0,organik,3,0
C02845,3,57,102200.0,0,iklan,1,1
C02846,2,39,123400.0,0,organik,5,0
C02847,0,50,78200.0,0,iklan,4,1
C02848,2,33,40400.0,0,iklan,2,1
C02849,3,2,88800.0,0,referral,3,0
C02850,1,38,39200.0,1,organik,3,1
C02851,4,43,42000.0,1,organik,4,0
C02852,1,25,128100.0,0,organik,2,1
C02853,5,43,119500.0,0,iklan,5,0
C02854,3,22,75600.0,0,iklan,1,0
C02855,4,14,102500.0,0,iklan,3,0
C02856,2,37,96300.0,0,iklan,1,0
C02857,6,28,82200.0,0,organik,5,0
C02858,2,39,58100.0,0,iklan,3,1
C02859,1,8,60500.0,0,organik,3,0
C02860,2,29,60700.0,1,organik,3,1
C02861,0,17,81400.0,0,iklan,1,0
C02862,1,4,62200.0,1,organik,3,0
C02863,3,21,76200.0,0,organik,5,0
C02864,2,49,28300.0,1,organik,4,1
C02865,1,28,39300.0,1,iklan,4,1
C02866,5,25,75600.0,1,referral,1,0
C02867,4,35,121900.0,1,iklan,3,1
C02868,5,5,72400.0,0,iklan,4,0
C02869,5,3,73300.0,1,organik,1,0
C02870,3,52,93900.0,0,organik,1,1
C02871,2,27,64200.0,1,organik,4,0
C02872,3,32,105300.0,0,iklan,4,1
C02873,4,48,50100.0,0,referral,4,0
C02874,2,16,54500.0,0,iklan,5,0
C02875,2,6,94400.0,1,iklan,4,0
C02876,2,25,69900.0,1,referral,3,0
C02877,2,53,61400.0,1,organik,2,1
C02878,6,58,136100.0,1,organik,3,1
C02879,2,59,78100.0,0,referral,5,0
C02880,1,55,81300.0,1,organik,3,0
C02881,2,11,88200.0,0,organik,5,0
C02882,2,38,113300.0,1,organik,1,0
C02883,0,41,51000.0,1,organik,2,1
C02884,3,54,89700.0,1,iklan,3,1
C02885,5,59,109600.0,0,organik,5,0
C02886,1,43,84200.0,0,iklan,2,0
C02887,5,8,120900.0,1,organik,4,0
C02888,3,22,96000.0,0,organik,1,0
C02889,4,29,75300.0,0,iklan,2,0
C02890,3,12,74800.0,1,iklan,5,1
C02891,4,44,19600.0,1,organik,2,1
C02892,2,1,82300.0,1,referral,1,0
C02893,3,34,69600.0,0,organik,1,0
C02894,3,4,115300.0,0,iklan,3,0
C02895,2,34,72000.0,0,iklan,5,0
C02896,5,53,75700.0,0,organik,5,0
C02897,4,43,49900.0,0,iklan,1,0
C02898,2,51,73200.0,0,referral,5,0
C02899,1,30,85200.0,1,organik,5,0
C02900,6,48,58100.0,0,iklan,4,0
C02901,2,10,37800.0,1,iklan,1,0
C02902,2,30,82100.0,0,referral,5,0
C02903,2,28,99200.0,0,referral,4,0
C02904,3,41,86400.0,0,organik,3,0
C02905,4,52,45300.0,0,organik,1,1
C02906,2,40,94200.0,1,referral,1,0
C02907,1,41,49100.0,0,referral,5,0
C02908,3,6,90100.0,0,organik,2,0
C02909,6,18,46900.0,0,iklan,5,0
C02910,3,26,88200.0,0,iklan,3,0
C02911,3,24,63600.0,0,organik,5,0
C02912,5,46,115400.0,1,organik,2,0
C02913,0,1,43000.0,0,iklan,2,0
C02914,5,55,86600.0,0,organik,5,0
C02915,1,3,61400.0,0,referral,1,0
C02916,3,34,74700.0,0,referral,1,0
C02917,3,7,120500.0,0,organik,3,0
C02918,2,38,83400.0,0,organik,2,1
C02919,9,32,40800.0,0,iklan,1,0
C02920,6,27,21200.0,1,iklan,4,0
C02921,4,38,63600.0,1,iklan,2,0
C02922,2,54,99700.0,1,referral,5,1
C02923,6,3,62000.0,1,iklan,2,0
C02924,6,2,37500.0,1,organik,4,0
C02925,1,15,87300.0,1,iklan,3,0
C02926,3,45,81500.0,0,organik,1,1
C02927,3,26,113100.0,0,organik,2,1
C02928,6,14,44700.0,1,iklan,4,0
C02929,0,27,85400.0,1,organik,2,1
C02930,1,42,38600.0,0,organik,2,1
C02931,5,57,81500.0,0,referral,5,0
C02932,2,40,85000.0,0,organik,2,1
C02933,3,49,121800.0,1,organik,5,0
C02934,4,49,67400.0,0,iklan,2,1
C02935,2,56,69200.0,0,referral,1,1
C02936,5,45,18300.0,1,iklan,3,1
C02937,0,43,70500.0,0,organik,5,0
C02938,2,42,84100.0,1,iklan,4,1
C02939,3,53,102300.0,1,referral,1,1
C02940,2,43,108900.0,1,organik,1,1
C02941,3,34,95600.0,0,iklan,4,0
C02942,4,30,56800.0,1,organik,2,0
C02943,2,1,104700.0,0,iklan,1,0
C02944,1,30,67700.0,0,organik,1,1
C02945,1,44,29000.0,0,iklan,4,1
C02946,8,13,37200.0,0,iklan,2,0
C02947,6,52,87800.0,1,organik,3,1
C02948,0,21,21700.0,0,referral,4,0
C02949,3,51,45700.0,1,iklan,2,1
C02950,5,35,69500.0,1,referral,3,0
C02951,8,53,41000.0,1,iklan,1,1
C02952,3,10,67000.0,0,iklan,1,1
C02953,6,17,110300.0,0,iklan,4,0
C02954,4,7,66200.0,0,iklan,2,0
C02955,2,24,57900.0,0,iklan,4,0
C02956,3,25,97800.0,0,referral,3,0
C02957,4,12,113500.0,1,organik,2,0
C02958,3,38,87000.0,0,iklan,1,1
C02959,2,53,103800.0,1,iklan,3,0
C02960,7,53,108300.0,0,organik,3,0
C02961,3,8,73700.0,0,iklan,5,0
C02962,6,55,48600.0,1,iklan,5,1
C02963,5,21,72700.0,0,organik,4,0
C02964,2,33,42300.0,0,iklan,3,0
C02965,7,6,59600.0,1,organik,2,0
C02966,0,46,56400.0,0,iklan,4,1
C02967,4,58,104100.0,1,iklan,5,0
C02968,4,26,59700.0,1,referral,3,0
C02969,0,4,64100.0,1,organik,3,0
C02970,3,56,56200.0,0,organik,3,1
C02971,2,54,60200.0,0,iklan,5,1
C02972,2,43,71100.0,0,referral,5,0
C02973,2,48,80700.0,1,iklan,5,1
C02974,4,48,69900.0,0,organik,4,0
C02975,5,5,77300.0,1,organik,2,0
C02976,3,24,121300.0,1,organik,4,0
C02977,4,45,85200.0,1,organik,2,0
C02978,6,19,75300.0,0,referral,3,0
C02979,3,51,87200.0,0,iklan,2,1
C02980,0,30,71600.0,1,organik,4,1
C02981,3,36,121200.0,0,organik,2,1
C02982,0,3,88600.0,0,referral,1,0
C02983,4,48,99200.0,0,referral,5,0
C02984,6,27,116600.0,1,organik,3,0
C02985,2,24,83200.0,0,iklan,3,0
C02986,5,2,75700.0,1,iklan,2,0
C02987,5,48,114300.0,1,iklan,2,0
C02988,5,47,69800.0,1,iklan,3,0
C02989,3,29,97800.0,0,organik,3,0
C02990,8,49,86100.0,0,iklan,2,0
C02991,1,54,106200.0,0,iklan,5,1
C02992,2,20,57200.0,0,iklan,3,0
C02993,3,10,121000.0,0,iklan,2,0
C02994,6,21,112400.0,1,organik,4,0
C02995,3,1,53900.0,0,organik,2,0
C02996,5,54,63500.0,1,iklan,1,1
C02997,5,57,98300.0,0,iklan,4,1
C02998,4,1,85500.0,0,iklan,3,0
C02999,7,37,46300.0,1,referral,5,0
C03000,4,49,82500.0,0,organik,4,0
C03001,2,40,59900.0,0,iklan,1,0
C03002,3,10,98200.0,1,iklan,3,0
C03003,3,11,133200.0,1,referral,2,0
C03004,6,48,62600.0,0,iklan,1,0
C03005,5,26,71600.0,0,iklan,5,1
C03006,3,28,100100.0,0,referral,1,0
C03007,2,44,39900.0,0,iklan,5,1
C03008,2,59,77000.0,0,referral,1,1
C03009,4,6,69700.0,1,organik,5,0
C03010,8,39,51600.0,1,iklan,1,0
C03011,3,35,120000.0,0,organik,1,1
C03012,7,52,73700.0,1,iklan,3,0
C03013,2,55,51200.0,1,organik,3,1
C03014,1,59,134100.0,0,organik,3,1
C03015,2,15,33000.0,1,organik,3,1
C03016,5,20,61600.0,1,organik,2,0
C03017,2,1,82000.0,0,iklan,3,0
C03018,5,29,40500.0,0,iklan,1,0
C03019,4,1,152500.0,0,organik,1,0
C03020,4,27,84600.0,1,iklan,5,0
C03021,4,3,50700.0,1,referral,5,0
C03022,2,23,120100.0,0,referral,5,0
C03023,3,10,122100.0,0,organik,2,0
C03024,2,3,99300.0,0,referral,2,0
C03025,1,45,85500.0,0,organik,3,1
C03026,8,35,78700.0,1,referral,4,0
C03027,6,45,47300.0,1,organik,2,0
C03028,10,35,90300.0,1,organik,1,0
C03029,3,43,80700.0,1,organik,3,0
C03030,3,45,30000.0,0,referral,1,1
C03031,5,6,79000.0,0,referral,3,0
C03032,6,4,86800.0,0,organik,1,0
C03033,4,27,104300.0,1,iklan,1,0
C03034,3,15,63600.0,0,organik,4,0
C03035,5,13,112800.0,0,iklan,3,0
C03036,1,7,86300.0,0,organik,3,0
C03037,5,55,79300.0,1,iklan,4,1
C03038,2,17,73600.0,1,organik,4,0
C03039,8,10,95600.0,1,organik,4,0
C03040,5,7,108400.0,0,iklan,5,0
C03041,2,54,80000.0,1,iklan,1,0
C03042,3,10,68400.0,0,iklan,4,0
C03043,1,26,97800.0,0,organik,3,0
C03044,6,59,102800.0,1,organik,4,0
C03045,3,19,97700.0,1,iklan,1,0
C03046,4,59,61000.0,1,organik,4,1
C03047,4,25,71500.0,0,iklan,4,0
C03048,4,18,104200.0,1,iklan,1,0
C03049,7,54,58500.0,0,iklan,1,0
C03050,6,53,41100.0,1,referral,5,1
C03051,4,57,62700.0,1,iklan,4,1
C03052,3,30,57700.0,0,iklan,4,1
C03053,4,57,110800.0,0,iklan,4,0
C03054,2,36,79500.0,0,referral,4,1
C03055,3,49,71900.0,1,organik,1,0
C03056,0,55,115200.0,1,organik,3,1
C03057,2,58,94000.0,0,iklan,3,0
C03058,6,45,117100.0,1,referral,4,0
C03059,1,36,46000.0,1,iklan,3,1
C03060,5,53,56900.0,0,organik,4,1
C03061,2,44,55700.0,0,iklan,2,0
C03062,4,42,17700.0,0,organik,5,0
C03063,0,51,124500.0,0,organik,1,1
C03064,1,12,62900.0,0,referral,2,0
C03065,6,26,87200.0,0,iklan,4,1
C03066,7,38,110800.0,0,organik,5,0
C03067,1,55,101000.0,0,iklan,3,1
C03068,4,6,88000.0,1,organik,3,0
C03069,6,33,59400.0,0,iklan,3,0
C03070,2,39,58200.0,0,organik,5,0
C03071,2,48,88900.0,1,referral,2,0
C03072,5,29,55500.0,1,iklan,2,0
C03073,3,37,70100.0,0,iklan,1,1
C03074,2,12,50900.0,0,iklan,4,1
C03075,2,47,89600.0,0,organik,3,1
C03076,1,8,85000.0,1,referral,5,0
C03077,3,19,76600.0,1,referral,2,0
C03078,4,36,86600.0,1,organik,3,1
C03079,4,45,67800.0,1,organik,2,0
C03080,2,36,88100.0,1,referral,1,1
C03081,1,40,92500.0,1,iklan,3,1
C03082,4,11,87300.0,0,iklan,1,0
C03083,2,6,88600.0,0,referral,5,0
C03084,2,12,81600.0,0,organik,4,0
C03085,1,35,56800.0,0,iklan,3,0
C03086,2,41,73800.0,1,organik,5,1
C03087,2,33,81700.0,0,organik,5,0
C03088,4,30,68600.0,1,organik,1,1
C03089,2,32,72100.0,0,iklan,1,0
C03090,0,25,70500.0,0,organik,2,1
C03091,0,18,75400.0,0,organik,1,1
C03092,6,49,78900.0,1,referral,2,1
C03093,3,27,27300.0,0,organik,5,0
C03094,2,42,87300.0,0,organik,1,1
C03095,3,1,91500.0,1,organik,2,0
C03096,3,54,103500.0,0,iklan,1,1
C03097,4,6,71300.0,1,iklan,2,0
C03098,1,23,100400.0,1,referral,4,0
C03099,2,59,36000.0,1,iklan,4,1
C03100,2,54,135000.0,0,organik,3,0
C03101,1,33,67800.0,1,organik,2,1
C03102,0,33,102000.0,1,iklan,2,1
C03103,2,14,78500.0,0,organik,2,0
C03104,3,54,57700.0,1,organik,2,0
C03105,4,10,105100.0,0,referral,4,0
