transaksi_id,tanggal,cabang_id,kota,saluran,metode_bayar,total
T0105906,2026-01-28,C02,Jakarta,Dine-in,QRIS,27000
T0121748,2026-03-23,C02,Jakarta,Delivery,QRIS,28000
T0117944,2026-03-10,C05,Yogyakarta,Dine-in,E-Wallet,95000
T0102415,2026-01-15,C05,Yogyakarta,Delivery,Kartu Debit,46000
T0107573,2026-02-02,C06,Denpasar,Takeaway,E-Wallet,15000
T0105564,2026-01-26,C04,Surabaya,Dine-in,QRIS,Rp 88.000
T0105016,2026-01-24,C05,YOGYAKARTA,Delivery,E-Wallet,15000
T0099632,2026-01-03,C05,Yogyakarta,Takeaway,Kartu Debit,113000
,,,,,,
T0107918,2026-02-04,C03, Bandung  ,Dine-in,E-Wallet,14000
T0099876,04/01/2026,C04,SURABAYA,Dine-in,Kartu Debit,117000
T0112582,20/02/2026,C03,Bandung,Takeaway,E-Wallet,42000
T0119650,2026-03-16,C04,Surabaya,Dine-in,E-Wallet,50000
T0110868,2026-02-14,C04,Surabaya,Takeaway,QRIS,
T0123640,2026-03-29,C06,Denpasar,Delivery,QRIS,25000
T0099747,2026-01-04,C02,Jakarta,Delivery,QRIS,26600
T0107508,2026-02-02,C05,Yogyakarta,Takeaway,QRIS,75000
T0107770,2026-02-03,C05,Yogyakarta,Delivery,Tunai,53000
T0118305,2026-03-12,C02,Jakarta,Takeaway,Tunai,126000
T0106916,2026-01-31,C04,SURABAYA,Dine-in,Tunai,55000
T0123812,2026-03-30,C04,Surabaya,Delivery,Kartu Debit,28000
T0103276,18-Jan-2026,C03,Bandung,Takeaway,E-Wallet,76000
T0110329,2026-02-12,C05,Yogyakarta,Delivery,E-Wallet,15000
T0100365,2026-01-07,C02,Jakarta,Delivery,QRIS,14000
T0117103,2026-03-07,C05,Yogyakarta,Delivery,QRIS,43000
T0111797,2026-02-17,C04,Surabaya,Delivery,Kartu Debit,-50000.0
T0102926,17-Jan-2026,C03,Bandung,Dine-in,Tunai,
T0117985,03-Nov-2026,C01,JAKARTA,Delivery,Tunai,46000
T0107194,2026-02-01,C04,Surabaya,Dine-in,QRIS,72000
T0107432,2026-02-02,C03,Bandung,Dine-in,Kartu Debit,62000
T0103824,2026-01-20,C04,Surabaya,Takeaway,E-Wallet,15000
T0100900,09/01/2026,C02,Jakarta,Delivery,Kartu Debit,123000
T0106281,2026-01-29,C05,Yogyakarta,Dine-in,E-Wallet,15000
T0100495,07/01/2026,C04,SURABAYA,DINE-IN,QRIS,285000
T0118668,2026-03-13,C03,Bandung,Dine-in,QRIS,90000
T0121382,2026-03-22,C02,JAKARTA,Dine-in,QRIS,25000
T0120397,2026-03-19,C04,Surabaya,Dine-in,Tunai,54000
T0101282,2026-01-10,C04,surabaya,Delivery,E-Wallet,Rp 34.200
T0108280,2026-02-05,C04,Surabaya,Dine-in,QRIS,28000
T0110578,2026-02-13,C04,Surabaya,Takeaway,Tunai,73150
T0122680,26/03/2026,C06, Denpasar  ,Dine-in,Kartu Debit,65000
T0107834,2026-02-04,C01,Jakarta,Takeaway,QRIS,65000
T0102570,16/01/2026,C02,Jakarta,Dine-in,Tunai,50000
T0103905,2026-01-20,C06,Denpasar,Takeaway,Tunai,48000
T0112476,2026-02-20,C01,JAKARTA,Dine-in,Kartu Debit,106000
T0106606,2026-01-30,C05,YOGYAKARTA,Dine-in,E-Wallet,18000
T0113623,2026-02-23,C04,Surabaya,Takeaway,E-Wallet,28000
T0100639,2026-01-08,C02,JAKARTA,Delivery,QRIS,115000
T0114994,2026-02-28,C03,Bandung,Dine-in,QRIS,36000
T0117844,2026-03-10,C03,,Dine-in,QRIS,
T0101235,2026-01-10,C04,Surabaya,Takeaway,QRIS,24000
T0109226,2026-02-08,C04,SURABAYA,Dine-in,Tunai,129000
T0120605,2026-03-20,C02,,Dine-in,E-Wallet,Rp 89.000
T0121700,2026-03-22,C06,Denpasar,Takeaway,QRIS,Rp 61.000
T0102682,2026-01-16,C04,Surabaya,Delivery,E-Wallet,
T0121182,21-Mar-2026,C05,Yogyakarta,Dine-in,QRIS,Rp 208.000
T0111201,15/02/2026,C04,Surabaya,Delivery,QRIS,20000
T0116402,2026-03-05,C05, Yogyakarta  ,Dine-in,QRIS,40000
T0113516,2026-02-23,C02,Jakarta,Dine-in,E-Wallet,Rp 74.000
T0114742,2026-02-27,C05,Yogyakarta,Takeaway,QRIS,110000
T0123897,2026-03-30,C06,Denpasar,Delivery,Kartu Debit,50000
T0105461,26-Jan-2026,C02,Jakarta,Dine-in,E-Wallet,35000
T0122580,2026-03-26,C03,Bandung,Delivery,QRIS,18000
T0114441,2026-02-26,C06,Denpasar,Dine-in,Tunai,24000
T0110121,2026-02-12,C01,JAKARTA,Takeaway,QRIS,25000
T0099679,2026-01-04,C01,JAKARTA,Dine-in,Kartu Debit,0
T0120613,2026-03-20,C03, BANDUNG  ,Takeaway,QRIS,350000
T0105320,25-Jan-2026,C04,Surabaya,Takeaway,Tunai,222000
T0111379,2026-02-16,C02,Jakarta,Takeaway,QRIS,Rp 54.900
T0101204,2026-01-10,C03,,Dine-in,Kartu Debit,14000
T0103313,18/01/2026,C04,Surabaya,Dine-in,QRIS,0
T0114794,2026-02-27,C06,Denpasar,Dine-in,QRIS,62000
T0101255,2026-01-10,C04,SURABAYA,Takeaway,Kartu Debit,68000
T0119388,15/03/2026,C04,Surabaya,Takeaway,QRIS,25000
T0120418,2026-03-19,C04,Surabaya,Dine-in,QRIS,76000
T0117269,2026-03-08,C02,Jakarta,Dine-in,qris,14000
T0099836,2026-01-04,C03,Bandung,Takeaway,E-Wallet,32000
T0107270,2026-02-01,C06,Denpasar,Delivery,Tunai,-59850.0
T0113250,2026-02-22,C03,Bandung,Takeaway,QRIS,76000
T0116877,07-Mar-2026,C01,Jakarta,Dine-in,QRIS,119000
T0103505,2026-01-19,C02,Jakarta,Dine-in,Kartu Debit,Rp 54.000
T0120175,2026-03-19,C01,Jakarta,Takeaway,QRIS,45000
T0111919,2026-02-18,C01,Jakarta,Takeaway,Tunai,134000
T0121241,21/03/2026,C06,Denpasar,Takeaway,QRIS,15000
T0103107,2026-01-17,C06,Denpasar,Dine-in,Tunai,130000
T0113284,2026-02-22,C03,Bandung,Dine-in,E-Wallet,18000
T0116678,2026-03-06,C04,JKT,Takeaway,QRIS,27000
T0101924,2026-01-13,C03,Bandung,Takeaway,E-Wallet,50000
T0115318,2026-03-01,C02,jakarta,Delivery,QRIS,-28000.0
T0112788,2026-02-21,C01,Jakarta,Dine-in,QRIS,Rp 90.000
T0106521,30-Jan-2026,C03, Bandung  ,Dine-in,Tunai,66000
T0105232,2026-01-25,C03,Bandung,Delivery,QRIS,90000
T0116184,2026-03-04,C06,Denpasar,Delivery,QRIS,19800
T0099935,04/01/2026,C05,Yogyakarta,Takeaway,Kartu Debit,74000
,,,,,,
T0113543,2026-02-23,C03,Bandung,Dine-in,QRIS,25000
T0103770,2026-01-20,C03,JKT,Delivery,Tunai,22000
T0110232,2026-02-12,C03,Bandung,Takeaway,E-Wallet,60000
T0101405,11/01/2026,C02,Jakarta,Dine-in,Tunai,65000
T0114131,2026-02-25,C05,JKT,Delivery,Tunai,194000
T0122290,2026-03-25,C03,Bandung,Delivery,qris,18000
T0121781,2026-03-23,C03,Bandung,Takeaway,E-Wallet,
T0113556,2026-02-23,C03,Bandung,Dine-in,QRIS,103000
T0100823,2026-01-09,C01,Jakarta,Takeaway,E-Wallet,Rp 25.000
T0099646,2026-01-03,C05,Yogyakarta,Delivery,E-Wallet,53000
T0109485,2026-02-09,C04,Surabaya,Dine-in,QRIS,43000
T0109141,2026-02-08,C02,Jakarta,Takeaway,QRIS,28500
T0106770,2026-01-31,C02,JAKARTA,Takeaway,QRIS,48000
T0109491,2026-02-09,C04,Surabaya,Dine-in,E-Wallet,101000
T0123485,2026-03-29,C03,bandung,Dine-in,Kartu Debit,56000
T0104908,24/01/2026,C03,Bandung,Takeaway,E-Wallet,85000
T0116130,2026-03-04,C04,Surabaya,Delivery,QRIS,95000
T0099166,2026-01-02,C02,Jakarta,Dine-in,QRIS,20900
T0122037,2026-03-24,C03,Bandung,Dine-in,QRIS,62100
T0121033,2026-03-21,C03,Bandung,Takeaway,E-Wallet,Rp 22.000
T0109892,2026-02-11,C02,Jakarta,Delivery,Kartu Debit,17100
T0121984,2026-03-24,C02, Jakarta  ,Takeaway,Tunai,18000
T0120373,2026-03-19,C04,Surabaya,Dine-in,Tunai,48000
T0113888,2026-02-24,C05,Yogyakarta,DINE-IN,E-Wallet,Rp 83.000
T0119442,2026-03-15,C05,JKT,Takeaway,E-Wallet,18000
T0111687,2026-02-17,C03,Bandung,Dine-in,Tunai,77000
T0122794,2026-03-27,C02,Jakarta,Takeaway,QRIS,95000
T0122214,2026-03-25,C02,Jakarta,Takeaway,QRIS,33000
T0118827,2026-03-14,C01,Jakarta,Delivery,Kartu Debit,18000
T0114106,2026-02-25,C04,Surabaya,Dine-in,E-Wallet,60000
T0114236,2026-02-26,C01,Jakarta,Dine-in,Tunai,25000
T0116540,06-Mar-2026,C02,Jakarta,Takeaway,-,24000
T0118549,2026-03-13,C01,Jakarta,Takeaway,Kartu Debit,73000
T0101801,2026-01-12,C05, Yogyakarta  ,Takeaway,Tunai,140000
T0117925,2026-03-10,C05,Yogyakarta,Takeaway,E-Wallet,42000
T0099171,2026-01-02,C02,Jakarta,Takeaway,QRIS,160000
T0103266,18/01/2026,C03,Bandung,Delivery,QRIS,61000
T0100235,2026-01-06,C03,BANDUNG,Delivery,-,54000
T0101747,2026-01-12,C03,Bandung,Delivery,Tunai,65000
T0109994,2026-02-11,C04,Surabaya,Takeaway,Kartu Debit,47500
T0110009,2026-02-11,C04,SURABAYA,Takeaway,E-Wallet,18000
T0119701,2026-03-16,C06,Denpasar,Dine-in,E-Wallet,43000
T0121795,2026-03-23,C03,Bandung,Dine-in,E-Wallet,25000
T0116512,2026-03-06,C01, Jakarta  ,dine in,Kartu Debit,95000
T0122069,2026-03-24,C04,SURABAYA,Dine-in,Tunai,54000
T0100577,2026-01-08,C01,Jakarta,Delivery,Tunai,218000
T0116975,2026-03-07,C03,Bandung,dine in,Tunai,0
T0123906,2026-03-31,C01,Jakarta,Takeaway,E-Wallet,49000
T0112255,2026-02-19,C03,Bandung,Delivery,E-Wallet,35000
T0110055,2026-02-11,C05,Yogyakarta,Takeaway,Kartu Debit,95000
T0124127,2026-03-31,C06,Denpasar,Dine-in,E-Wallet,117000
T0100087,2026-01-05,C04, Surabaya  ,Dine-in,QRIS,72000
,,,,,,
T0123408,2026-03-29,C01,JAKARTA,Dine-in,Kartu Debit,67000
T0108257,2026-02-05,C04,Surabaya,Takeaway,QRIS,72000
T0100681,2026-01-08,C03, Bandung  ,Takeaway,QRIS,12000
T0111665,17/02/2026,C02,Jakarta,DINE-IN,Kartu Debit,70000
T0119592,2026-03-16,C03,Bandung,Takeaway,Tunai,Rp 89.000
T0114448,2026-02-26,C06,Denpasar,DINE-IN,E-Wallet,
T0121832,2026-03-23,C04,Surabaya,Takeaway,E-Wallet,
T0103443,2026-01-19,C01,,Delivery,Tunai,Rp 163.000
T0099286,2026-01-02,C04,Surabaya,Delivery,QRIS,44000
T0109087,2026-02-08,C01,JKT,Takeaway,Kartu Debit,90000
T0103523,2026-01-19,C03,Bandung,Takeaway,Tunai,76000
T0101521,2026-01-11,C04,Surabaya,Delivery,QRIS,41400
T0116873,2026-03-07,C01,Jakarta,Takeaway,QRIS,54000
T0103304,2026-01-18,C04,Surabaya,dine in,Tunai,174000
T0118014,2026-03-11,C01,Jakarta,Delivery,Tunai,80000
T0102481,15/01/2026,C06,Denpasar,Dine-in,Tunai,65000
T0123210,28/03/2026,C04,Surabaya,Dine-in,Tunai,53000
T0101934,2026-01-13,C04,Surabaya,Takeaway,QRIS,15000
T0107099,2026-02-01,C02,Jakarta,DINE-IN,Tunai,123000
T0118364,2026-03-12,C03,Bandung,Takeaway,QRIS,44000
T0121279,2026-03-22,C01,jakarta,Dine-in,QRIS,53000
T0110269,2026-02-12,C04,SURABAYA,Takeaway,Kartu Debit,36000
T0108473,2026-02-06,C03, Bandung  ,DINE-IN,QRIS,Rp 47.000
T0114284,2026-02-26,C02,Jakarta,Takeaway,Kartu Debit,Rp 36.000
T0113450,2026-02-22,C06,Denpasar,Takeaway,QRIS,40000
T0106054,2026-01-28,C05, Yogyakarta  ,Takeaway,E-Wallet,
T0101582,2026-01-11,C05,Yogyakarta,Takeaway,QRIS,15000
T0100937,2026-01-09,C03,Bandung,Takeaway,QRIS,18000
T0118341,12-Mar-2026,C03,BANDUNG,Takeaway,E-Wallet,Rp 48.000
T0113238,2026-02-22,C03,Bandung,Delivery,Tunai,56000
T0102944,2026-01-17,C03,Bandung,Delivery,QRIS,17100
T0111501,2026-02-16,C05,Yogyakarta,dine in,QRIS,40000
T0119384,2026-03-15,C04,Surabaya,Dine-in,E-Wallet,28000
T0110681,2026-02-14,C01,Jakarta,dine in,QRIS,15000
T0110675,2026-02-14,C01,Jakarta,Delivery,QRIS,54000
T0100889,2026-01-09,C02,Jakarta,dine in,Kartu Debit,151000
T0103105,2026-01-17,C06,DENPASAR,Takeaway,Tunai,28000
T0106540,2026-01-30,C04,Surabaya,Takeaway,QRIS,36000
T0101651,2026-01-12,C01, JAKARTA  ,Takeaway,QRIS,58000
T0117601,2026-03-09,C03,Bandung,Takeaway,Kartu Debit,70000
T0104032,2026-01-21,C03,Bandung,Dine-in,Kartu Debit,53000
T0123414,2026-03-29,C02,Jakarta,Delivery,Tunai,40000
T0106807,2026-01-31,C03,Bandung,Dine-in,E-Wallet,24000
T0107263,2026-02-01,C05,Yogyakarta,Takeaway,E-Wallet,74000
T0112053,18/02/2026,C04,Surabaya,Delivery,Kartu Debit,25000
T0109966,2026-02-11,C03,BANDUNG,Dine-in,QRIS,25000
T0109767,10-Feb-2026,C05,Yogyakarta,Delivery,E-Wallet,24000
T0103765,2026-01-20,C03,Bandung,Dine-in,E-Wallet,84000
T0104035,2026-01-21,C03,Bandung,Takeaway,QRIS,61000
T0119668,2026-03-16,C05, Yogyakarta  ,Dine-in,E-Wallet,185000
T0111960,2026-02-18,C01,JKT,Delivery,QRIS,103000
T0116884,2026-03-07,C02,JKT,Takeaway,Tunai,97000
T0109632,2026-02-10,C02,Jakarta,Dine-in,Kartu Debit,88000
T0103521,2026-01-19,C03,Bandung,Takeaway,qris,
T0099285,2026-01-02,C04,Surabaya,Dine-in,Kartu Debit,82000
T0107891,2026-02-04,C02,Jakarta,Delivery,Kartu Debit,53000
T0121340,22/03/2026,C02,,Dine-in,Tunai,18000
T0115381,2026-03-01,C04,Surabaya,Dine-in,Tunai,60000
T0114372,2026-02-26,C04,Surabaya,Dine-in,E-Wallet,
T0109369,2026-02-09,C01,Jakarta,Dine-in,E-Wallet,52000
T0114515,27/02/2026,C01,Jakarta,Delivery,QRIS,
T0105621,2026-01-26,C06,Denpasar,DINE-IN,Kartu Debit,50000
T0111395,2026-02-16,C02,Jakarta,Takeaway,Tunai,14000
T0099399,2026-01-03,C01, Jakarta  ,Takeaway,QRIS,Rp 15.000
T0102786,16/01/2026,C06,Denpasar,Takeaway,Tunai,191000
T0112138,2026-02-18,C06,DENPASAR,Dine-in,Tunai,25000
T0114147,25-Feb-2026,C05,Yogyakarta,Takeaway,Tunai,69000
T0118746,2026-03-13,C05,Yogyakarta,Dine-in,QRIS,14250
T0108773,2026-02-07,C02,JAKARTA,Delivery,E-Wallet,18000
T0117730,2026-03-09,C06,DENPASAR,Takeaway,E-Wallet,15000
T0109136,2026-02-08,C02,Jakarta,Takeaway,QRIS,46000
T0107513,2026-02-02,C05,YOGYAKARTA,Delivery,Kartu Debit,25000
T0107475,2026-02-02,C04, Surabaya  ,Takeaway,QRIS,
T0116384,2026-03-05,C04,Surabaya,Dine-in,QRIS,15000
T0112918,2026-02-21,C03,Bandung,Dine-in,Tunai,17100
T0108029,2026-02-04,C05,Yogyakarta,Takeaway,QRIS,206150
T0113877,2026-02-24,C05,Yogyakarta,Delivery,QRIS,174000
T0114283,2026-02-26,C02,Jakarta,Takeaway,Kartu Debit,130000
T0101501,2026-01-11,C03,Bandung,Delivery,QRIS,18000
T0113147,2026-02-22,C01,Jakarta,Delivery,QRIS,43000
T0120504,19-Mar-2026,C06,JKT,Takeaway,QRIS,Rp 39.000
T0119027,2026-03-14,C04,Surabaya,Takeaway,QRIS,21600
T0100749,2026-01-08,C04,Surabaya,Takeaway,QRIS,62000
T0109033,2026-02-08,C01,Jakarta,Dine-in,Tunai,18000
T0112716,20-Feb-2026,C06,Denpasar,Takeaway,Tunai,0
T0113437,22/02/2026,C06,Denpasar,Delivery,E-Wallet,40000
T0102000,2026-01-14,C01,Jakarta,Takeaway,Tunai,110000
T0109584,2026-02-10,C01,JAKARTA,Dine-in,QRIS,Rp 30.000
T0121359,22/03/2026,C02,Jakarta,Delivery,E-Wallet,
T0108340,2026-02-05,C06,Denpasar,Delivery,Tunai,Rp 34.200
T0121361,2026-03-22,C02,Jakarta,Dine-in,E-Wallet,25000
T0107674,2026-02-03,C03,bandung,Takeaway,QRIS,95000
T0122944,2026-03-27,C05,Yogyakarta,Dine-in,Tunai,85000
T0099492,2026-01-03,C03,Bandung,Delivery,qris,93000
T0102867,17-Jan-2026,C02,Jakarta,Takeaway,QRIS,97000
T0105829,2026-01-27,C05,Yogyakarta,Dine-in,Kartu Debit,117800
T0101961,2026-01-13,C04,Surabaya,Takeaway,Kartu Debit,59000
T0106270,2026-01-29,C04,Surabaya,Takeaway,QRIS,100000
T0112356,19-Feb-2026,C04,JKT,Delivery,QRIS,95000
T0119359,2026-03-15,C04,Surabaya,Dine-in,Kartu Debit,25000
,,,,,,
T0104622,2026-01-23,C04,Surabaya,Takeaway,E-Wallet,43000
T0108510,2026-02-06,C03,Bandung,Dine-in,QRIS,15000
T0122494,26/03/2026,C01,JAKARTA,Dine-in,Kartu Debit,72000
T0121496,2026-03-22,C03,Bandung,Dine-in,Kartu Debit,83000
T0114880,2026-02-28,C01,Jakarta,Dine-in,Kartu Debit,16200
T0121643,2026-03-22,C05,Yogyakarta,Dine-in,QRIS,12000
T0102416,2026-01-15,C05,Yogyakarta,Takeaway,-,
T0114297,2026-02-26,C02,Jakarta,Delivery,Tunai,131100
T0117030,2026-03-07,C03,Bandung,Delivery,QRIS,15000
T0105845,27/01/2026,C06,Denpasar,Delivery,QRIS,-53000.0
T0099983,2026-01-05,C01,Jakarta,Dine-in,E-Wallet,35000
T0114901,2026-02-28,C02,,Dine-in,QRIS,113000
T0108338,2026-02-05,C06,Denpasar,Takeaway,Kartu Debit,65000
T0102873,2026-01-17,C02,Jakarta,Takeaway,E-Wallet,43000
T0101759,2026-01-12,C04,Surabaya,Dine-in,E-Wallet,18000
T0109555,2026-02-09,C05,Yogyakarta,Takeaway,QRIS,25000
T0100950,09-Jan-2026,C03,BANDUNG,Dine-in,Tunai,22500
T0104139,2026-01-21,C05,Yogyakarta,Delivery,Tunai,113000
T0123883,2026-03-30,C06,JKT,Dine-in,E-Wallet,141000
T0103814,2026-01-20,C04, Surabaya  ,Delivery,QRIS,25000
T0122940,2026-03-27,C05,Yogyakarta,Delivery,E-Wallet,18000
T0107981,2026-02-04,C04,Surabaya,Takeaway,QRIS,143000
T0123569,2026-03-29,C04,Surabaya,Dine-in,E-Wallet,
T0121067,2026-03-21,C03, Bandung  ,Delivery,QRIS,25000
T0123021,2026-03-28,C01,Jakarta,Dine-in,Kartu Debit,46800
T0108007,2026-02-04,C04,Surabaya,Dine-in,QRIS,53000
T0099059,2026-01-01,C05,Yogyakarta,Takeaway,Tunai,70000
T0114243,2026-02-26,C01,Jakarta,Dine-in,E-Wallet,161000
T0108312,2026-02-05,C05,Yogyakarta,Takeaway,-,37000
T0103845,20-Jan-2026,C04, Surabaya  ,Takeaway,Kartu Debit,65000
T0107216,2026-02-01,C04,SURABAYA,Takeaway,Tunai,82000
T0099709,2026-01-04,C01,Jakarta,Takeaway,E-Wallet,25000
T0102419,2026-01-15,C05,Yogyakarta,Takeaway,QRIS,20000
T0109798,2026-02-10,C06,DENPASAR,Dine-in,QRIS,131000
T0102529,2026-01-16,C01,Jakarta,Dine-in,QRIS,29700
T0114310,2026-02-26,C03,BANDUNG,Delivery,E-Wallet,
T0112768,2026-02-21,C01,JAKARTA,Dine-in,QRIS,104000
T0104141,21-Jan-2026,C05,Yogyakarta,dine in,E-Wallet,49000
T0099119,2026-01-02,C01,Jakarta,Dine-in,E-Wallet,28000
T0121015,2026-03-21,C03,Bandung,Dine-in,Tunai,15000
T0101538,2026-01-11,C04,SURABAYA,Dine-in,QRIS,60000
T0102545,16/01/2026,C02,Jakarta,DINE-IN,E-Wallet,148000
T0117394,2026-03-08,C04,Surabaya,Delivery,E-Wallet,46000
T0103282,2026-01-18,C03,,Takeaway,QRIS,Rp 62.700
T0107669,2026-02-03,C03,Bandung,Dine-in,QRIS,Rp 76.000
T0110096,2026-02-12,C01,Jakarta,Takeaway,E-Wallet,Rp 117.000
T0120043,2026-03-18,C03,Bandung,Takeaway,Tunai,68000
T0100741,2026-01-08,C04,Surabaya,Dine-in,qris,173000
T0122810,2026-03-27,C03,Bandung,Dine-in,Tunai,25000
T0116514,2026-03-06,C01,Jakarta,Takeaway,QRIS,65000
T0121410,2026-03-22,C03,Bandung,Delivery,E-Wallet,37000
T0119588,2026-03-16,C03,BANDUNG,Delivery,Tunai,
T0102261,2026-01-15,C02,Jakarta,Dine-in,E-Wallet,-33250.0
T0111266,2026-02-15,C05,YOGYAKARTA,Delivery,Kartu Debit,28000
T0112224,2026-02-19,C02,Jakarta,Dine-in,Tunai,Rp 74.000
T0121170,2026-03-21,C05,Yogyakarta,Dine-in,QRIS,64000
T0113478,23/02/2026,C01,Jakarta,Dine-in,QRIS,80000
T0101325,2026-01-10,C05,Yogyakarta,Takeaway,Tunai,40000
T0113496,2026-02-23,C01,Jakarta,Takeaway,QRIS,Rp 75.000
T0122646,2026-03-26,C05,Yogyakarta,Dine-in,Kartu Debit,94000
T0103037,2026-01-17,C04,Surabaya,Takeaway,QRIS,45000
T0104689,23-Jan-2026,C06,denpasar,Dine-in,Tunai,Rp 13.500
T0120399,2026-03-19,C04,Surabaya,Takeaway,E-Wallet,14000
T0111045,2026-02-15,C01,Jakarta,Dine-in,Tunai,130150
T0103324,2026-01-18,C04,Surabaya,Delivery,QRIS,95400
T0121547,22/03/2026,C04,Surabaya,Takeaway,QRIS,24000
T0115414,2026-03-01,C04, Surabaya  ,Dine-in,Kartu Debit,36000
T0123150,2026-03-28,C03,BANDUNG,Takeaway,Tunai,28000
T0105470,2026-01-26,C02,Jakarta,Takeaway,QRIS,25000
T0102314,2026-01-15,C03,BANDUNG,Takeaway,QRIS,18000
T0119488,2026-03-16,C01,Jakarta,Dine-in,QRIS,64000
T0117220,2026-03-08,C01,Jakarta,Takeaway,QRIS,Rp 95.000
T0116669,2026-03-06,C03,Bandung,Delivery,QRIS,95000
T0122080,2026-03-24,C04,Surabaya,Takeaway,QRIS,43000
T0116707,2026-03-06,C04,SURABAYA,Dine-in,qris,22500
T0106768,31-Jan-2026,C02,,Dine-in,QRIS,186200
T0103811,2026-01-20,C04,Surabaya,DINE-IN,Kartu Debit,25000
T0098938,2026-01-01,C03,Bandung,Dine-in,Kartu Debit,20900
T0114295,2026-02-26,C02,Jakarta,Dine-in,QRIS,117000
T0113806,2026-02-24,C03,Bandung,Dine-in,QRIS,67000
T0121224,21-Mar-2026,C06,Denpasar,Delivery,QRIS,160000
T0116442,2026-03-05,C06,Denpasar,Dine-in,Kartu Debit,12000
T0121218,2026-03-21,C06,,Dine-in,QRIS,18000
T0101683,2026-01-12,C02,Jakarta,dine in,Kartu Debit,47000
T0102499,2026-01-16,C01,jakarta,Dine-in,QRIS,55000
T0113067,2026-02-21,C06,,Dine-in,-,43000
T0115561,2026-03-02,C03,Bandung,Dine-in,Tunai,25000
T0116992,07/03/2026,C03,Bandung,Takeaway,QRIS,90000
T0113446,2026-02-22,C06,,Takeaway,QRIS,51000
T0121633,2026-03-22,C05, Yogyakarta  ,Delivery,Kartu Debit,115000
T0114285,2026-02-26,C02,Jakarta,Takeaway,QRIS,48000
T0114451,2026-02-26,C06,Denpasar,Dine-in,Kartu Debit,259000
T0118673,2026-03-13,C03,Bandung,Dine-in,Tunai,163400
T0118842,2026-03-14,C01,Jakarta,Takeaway,QRIS,18000
T0121325,2026-03-22,C01,Jakarta,Delivery,QRIS,61750
T0099456,2026-01-03,C02,Jakarta,Delivery,QRIS,-225000.0
T0123017,28/03/2026,C01,JAKARTA,dine in,Tunai,98000
T0118474,2026-03-12,C06,Denpasar,Takeaway,Kartu Debit,101000
T0104961,2026-01-24,C04,Surabaya,Dine-in,QRIS,-28000.0
T0120167,19-Mar-2026,C01,Jakarta,Takeaway,E-Wallet,20000
T0102669,16/01/2026,C03,Bandung,Dine-in,Tunai,25000
T0117281,2026-03-08,C02,Jakarta,Delivery,QRIS,58500
T0107876,2026-02-04,C02,Jakarta,Dine-in,E-Wallet,28000
T0120063,2026-03-18,C04,Surabaya,Takeaway,QRIS,15000
T0104090,2026-01-21,C04,Surabaya,Dine-in,E-Wallet,-37000.0
T0100553,2026-01-07,C05,Yogyakarta,Delivery,QRIS,
T0119336,2026-03-15,C03,Bandung,Dine-in,E-Wallet,86000
T0121829,2026-03-23,C04,SURABAYA,Delivery,E-Wallet,49000
T0105601,2026-01-26,C05,Yogyakarta,Takeaway,QRIS,
T0111234,2026-02-15,C04,Surabaya,dine in,Tunai,24000
T0108041,2026-02-04,C05,Yogyakarta,Delivery,E-Wallet,24000
T0105772,2026-01-27,C03,Bandung,Dine-in,QRIS,Rp 43.000
T0110268,2026-02-12,C04,Surabaya,Dine-in,E-Wallet,110000
T0112315,2026-02-19,C04,Surabaya,Dine-in,QRIS,Rp 22.000
T0123752,2026-03-30,C02,Jakarta,Takeaway,QRIS,25200
T0120647,2026-03-20,C03,Bandung,Takeaway,QRIS,65000
T0121389,2026-03-22,C02,Jakarta,Dine-in,QRIS,0
T0108067,2026-02-04,C06,Denpasar,Dine-in,QRIS,-99000.0
T0099407,2026-01-03,C02,Jakarta,Dine-in,E-Wallet,118000
T0115015,2026-02-28,C03,Bandung,Takeaway,QRIS,53000
T0119931,2026-03-18,C01,Jakarta,Takeaway,Tunai,15000
T0124079,2026-03-31,C04,Surabaya,Takeaway,E-Wallet,18000
T0105918,2026-01-28,C02,Jakarta,Takeaway,Tunai,-48000.0
T0115679,02/03/2026,C05,Yogyakarta,Takeaway,QRIS,
T0121415,2026-03-22,C03,Bandung,Dine-in,-,39000
T0121276,22/03/2026,C01,Jakarta,Delivery,Tunai,76000
T0112742,2026-02-21,C01,Jakarta,Dine-in,QRIS,37800
T0119562,2026-03-16,C02,Jakarta,Delivery,E-Wallet,15000
T0109682,2026-02-10,C03,Bandung,Takeaway,QRIS,
T0115845,2026-03-03,C03, Bandung  ,Takeaway,QRIS,25000
T0109182,2026-02-08,C03,JKT,Dine-in,E-Wallet,100000
T0118285,2026-03-12,C01,Jakarta,Delivery,Kartu Debit,18000
T0120191,2026-03-19,C01,Jakarta,Delivery,Tunai,49000
T0114229,2026-02-26,C01,jakarta,Dine-in,E-Wallet,15000
T0099084,2026-01-01,C05,Yogyakarta,Takeaway,E-Wallet,65000
T0105945,2026-01-28,C03,Bandung,Takeaway,QRIS,65000
T0106023,2026-01-28,C04,Surabaya,Dine-in,QRIS,44000
T0107321,2026-02-02,C01,Jakarta,Dine-in,E-Wallet,18000
T0120888,2026-03-21,C01,Jakarta,Delivery,E-Wallet,50000
T0110403,2026-02-13,C01,Jakarta,Takeaway,QRIS,58000
