transaksi_id,produk_id,jumlah,harga_satuan,nilai
T0000473,P07,2,24000,48000
T0000474,P02,1,18000,18000
T0000475,P09,1,15000,15000
T0000475,P07,1,24000,24000
T0000476,P03,1,25000,25000
T0000476,P01,2,22000,44000
T0000477,P12,1,14000,14000
T0000478,P09,1,15000,15000
T0000478,P01,1,22000,22000
T0000478,P05,1,15000,15000
T0000479,P05,1,15000,15000
T0000479,P02,1,18000,18000
T0000479,P09,2,15000,30000
T0000479,P04,1,25000,25000
T0000480,P07,1,24000,24000
T0000480,P02,2,18000,36000
T0000481,P05,1,15000,15000
T0000481,P01,1,22000,22000
T0000481,P03,1,25000,25000
T0000482,P12,1,14000,14000
T0000483,P03,1,25000,25000
T0000483,P01,1,22000,22000
T0000484,P03,1,25000,25000
T0000485,P09,1,15000,15000
T0000485,P01,2,22000,44000
T0000486,P07,1,24000,24000
T0000486,P01,1,22000,22000
T0000487,P02,1,18000,18000
T0000487,P07,1,24000,24000
T0000488,P10,2,20000,40000
T0000488,P07,1,24000,24000
T0000489,P04,1,25000,25000
T0000490,P03,1,25000,25000
T0000491,P07,1,24000,24000
T0000491,P05,1,15000,15000
T0000492,P02,2,18000,36000
T0000493,P01,2,22000,44000
T0000493,P07,1,24000,24000
T0000494,P07,1,24000,24000
T0000494,P03,3,25000,75000
T0000495,P05,1,15000,15000
T0000495,P12,2,14000,28000
T0000496,P04,1,25000,25000
T0000496,P07,1,24000,24000
T0000497,P02,1,18000,18000
T0000497,P03,1,25000,25000
T0000497,P09,1,15000,15000
T0000498,P12,1,14000,14000
T0000498,P03,1,25000,25000
T0000499,P04,2,25000,50000
T0000499,P07,2,24000,48000
T0000500,P01,1,22000,22000
T0000500,P05,1,15000,15000
T0000500,P03,1,25000,25000
T0000501,P07,1,24000,24000
T0000502,P09,2,15000,30000
T0000503,P01,1,22000,22000
T0000503,P07,3,24000,72000
T0000504,P02,2,18000,36000
T0000505,P01,2,22000,44000
T0000506,P02,1,18000,18000
T0000507,P07,1,24000,24000
T0000507,P04,1,25000,25000
T0000507,P12,1,14000,14000
T0000507,P03,2,25000,50000
T0000508,P10,2,20000,40000
T0000509,P03,1,25000,25000
T0000510,P03,1,25000,25000
T0000510,P04,2,25000,50000
T0000511,P03,3,25000,75000
T0000512,P05,1,15000,15000
T0000513,P04,2,25000,50000
T0000513,P12,3,14000,42000
T0000513,P03,1,25000,25000
T0000514,P05,1,15000,15000
T0000515,P07,3,24000,72000
T0000516,P07,3,24000,72000
T0000516,P04,2,25000,50000
T0000516,P03,1,25000,25000
T0000517,P05,2,15000,30000
T0000518,P10,2,20000,40000
T0000518,P12,1,14000,14000
T0000519,P12,1,14000,14000
T0000520,P12,1,14000,14000
T0000520,P05,1,15000,15000
T0000521,P12,1,14000,14000
T0000521,P05,2,15000,30000
T0000521,P03,2,25000,50000
T0000522,P01,1,22000,22000
T0000522,P05,1,15000,15000
T0000523,P07,1,24000,24000
T0000524,P03,1,25000,25000
T0000525,P02,1,18000,18000
T0000526,P07,1,24000,24000
T0000526,P03,1,25000,25000
T0000527,P01,1,22000,22000
T0000527,P02,1,18000,18000
T0000527,P04,1,25000,25000
T0000528,P07,1,24000,24000
T0000529,P02,1,18000,18000
T0000530,P05,1,15000,15000
T0000531,P04,1,25000,25000
T0000532,P03,1,25000,25000
T0000533,P05,1,15000,15000
T0000534,P01,3,22000,66000
T0000534,P07,1,24000,24000
T0000534,P10,1,20000,20000
T0000535,P01,1,22000,22000
T0000535,P04,1,25000,25000
T0000536,P01,2,22000,44000
T0000536,P04,1,25000,25000
T0000536,P07,1,24000,24000
T0000536,P03,1,25000,25000
T0000537,P04,1,25000,25000
T0000537,P02,1,18000,18000
T0000537,P01,1,22000,22000
T0000537,P07,1,24000,24000
T0000538,P05,1,15000,15000
T0000539,P07,1,24000,24000
T0000539,P03,1,25000,25000
T0000540,P10,1,20000,20000
T0000540,P05,1,15000,15000
T0000540,P12,1,14000,14000
T0000541,P04,1,25000,25000
T0000541,P07,1,24000,24000
T0000542,P04,2,25000,50000
T0000542,P01,2,22000,44000
T0000542,P05,1,15000,15000
T0000543,P03,1,25000,25000
T0000543,P10,1,20000,20000
T0000543,P07,3,24000,72000
T0000544,P12,1,14000,14000
T0000545,P01,1,22000,22000
T0000545,P09,1,15000,15000
T0000545,P02,2,18000,36000
T0000545,P04,1,25000,25000
T0000546,P03,1,25000,25000
T0000547,P02,1,18000,18000
T0000548,P12,1,14000,14000
T0000549,P03,1,25000,25000
T0000549,P02,1,18000,18000
T0000549,P04,2,25000,50000
T0000550,P01,1,22000,22000
T0000550,P04,3,25000,75000
T0000551,P02,1,18000,18000
T0000551,P01,1,22000,22000
T0000552,P02,3,18000,54000
T0000552,P03,1,25000,25000
T0000552,P04,1,25000,25000
T0000553,P01,3,22000,66000
T0000553,P07,1,24000,24000
T0000553,P05,1,15000,15000
T0000554,P05,1,15000,15000
T0000554,P02,2,18000,36000
T0000555,P12,1,14000,14000
T0000555,P10,2,20000,40000
T0000556,P03,2,25000,50000
T0000556,P02,2,18000,36000
T0000556,P05,2,15000,30000
T0000557,P01,1,22000,22000
T0000558,P02,1,18000,18000
T0000558,P10,1,20000,20000
T0000559,P12,1,14000,14000
T0000559,P03,1,25000,25000
T0000560,P05,1,15000,15000
T0000560,P04,1,25000,25000
T0000561,P03,1,25000,25000
T0000562,P07,1,24000,24000
T0000562,P05,2,15000,30000
T0000562,P03,1,25000,25000
T0000563,P05,1,15000,15000
T0000563,P03,3,25000,75000
T0000563,P10,1,20000,20000
T0000563,P02,1,18000,18000
T0000564,P02,1,18000,18000
T0000565,P04,1,25000,25000
T0000566,P09,1,15000,15000
T0000566,P07,2,24000,48000
T0000566,P01,1,22000,22000
T0000567,P12,1,14000,14000
T0000568,P03,2,25000,50000
T0000568,P05,1,15000,15000
T0000569,P03,2,25000,50000
T0000570,P10,2,20000,40000
T0000570,P05,1,15000,15000
T0000571,P01,2,22000,44000
T0000571,P04,1,25000,25000
T0000572,P01,3,22000,66000
T0000573,P04,2,25000,50000
T0000574,P09,1,15000,15000
T0000574,P12,2,14000,28000
T0000575,P05,1,15000,15000
T0000575,P01,2,22000,44000
T0000576,P10,1,20000,20000
T0000577,P07,1,24000,24000
T0000578,P05,2,15000,30000
T0000578,P07,2,24000,48000
T0000578,P02,1,18000,18000
T0000579,P02,1,18000,18000
T0000579,P04,1,25000,25000
T0000579,P07,2,24000,48000
T0000579,P05,3,15000,45000
T0000580,P03,1,25000,25000
T0000581,P05,1,15000,15000
T0000581,P02,2,18000,36000
T0000582,P03,1,25000,25000
T0000583,P03,1,25000,25000
T0000583,P07,1,24000,24000
T0000583,P05,1,15000,15000
T0000584,P01,1,22000,22000
T0000584,P12,1,14000,14000
T0000585,P12,1,14000,14000
T0000586,P02,1,18000,18000
T0000586,P10,3,20000,60000
T0000587,P10,1,20000,20000
T0000588,P07,1,24000,24000
T0000589,P03,1,25000,25000
T0000589,P02,1,18000,18000
T0000590,P05,1,15000,15000
T0000591,P04,2,25000,50000
T0000591,P07,1,24000,24000
T0000592,P05,1,15000,15000
T0000592,P09,1,15000,15000
T0000593,P12,1,14000,14000
T0000593,P04,2,25000,50000
T0000594,P03,1,25000,25000
T0000595,P02,3,18000,54000
T0000595,P07,1,24000,24000
T0000596,P05,2,15000,30000
T0000596,P02,1,18000,18000
T0000597,P02,1,18000,18000
T0000597,P03,1,25000,25000
T0000598,P01,1,22000,22000
T0000599,P05,1,15000,15000
T0000600,P04,1,25000,25000
T0000601,P01,1,22000,22000
T0000602,P01,1,22000,22000
T0000602,P04,1,25000,25000
T0000602,P12,1,14000,14000
T0000602,P03,2,25000,50000
T0000603,P12,1,14000,14000
T0000603,P01,1,22000,22000
T0000604,P02,1,18000,18000
T0000605,P01,1,22000,22000
T0000606,P01,2,22000,44000
T0000607,P10,1,20000,20000
T0000608,P05,1,15000,15000
T0000608,P10,1,20000,20000
T0000609,P09,1,15000,15000
T0000609,P04,1,25000,25000
T0000610,P10,2,20000,40000
T0000611,P03,1,25000,25000
T0000611,P04,1,25000,25000
T0000611,P02,1,18000,18000
T0000612,P07,1,24000,24000
T0000613,P05,1,15000,15000
T0000613,P02,2,18000,36000
T0000613,P07,1,24000,24000
T0000614,P07,1,24000,24000
T0000615,P05,1,15000,15000
T0000616,P01,1,22000,22000
T0000616,P10,1,20000,20000
T0000616,P03,1,25000,25000
T0000617,P05,2,15000,30000
T0000617,P03,1,25000,25000
T0000618,P03,1,25000,25000
T0000619,P10,1,20000,20000
T0000619,P07,1,24000,24000
T0000620,P07,1,24000,24000
T0000620,P05,1,15000,15000
T0000621,P02,1,18000,18000
T0000621,P03,1,25000,25000
T0000622,P04,1,25000,25000
T0000623,P02,1,18000,18000
T0000624,P01,1,22000,22000
T0000624,P02,3,18000,54000
T0000625,P05,1,15000,15000
T0000626,P07,1,24000,24000
T0000626,P03,1,25000,25000
T0000626,P02,2,18000,36000
T0000627,P02,1,18000,18000
T0000628,P01,1,22000,22000
T0000629,P07,2,24000,48000
T0000630,P01,1,22000,22000
T0000630,P05,1,15000,15000
T0000630,P02,1,18000,18000
T0000631,P05,1,15000,15000
T0000631,P04,1,25000,25000
T0000632,P07,1,24000,24000
T0000633,P04,3,25000,75000
T0000633,P07,1,24000,24000
T0000634,P12,2,14000,28000
T0000635,P12,2,14000,28000
T0000635,P04,3,25000,75000
T0000636,P05,1,15000,15000
T0000636,P09,1,15000,15000
T0000636,P03,2,25000,50000
T0000637,P04,1,25000,25000
T0000638,P05,1,15000,15000
T0000639,P02,1,18000,18000
T0000639,P09,1,15000,15000
T0000639,P04,2,25000,50000
T0000640,P03,1,25000,25000
T0000641,P02,1,18000,18000
T0000642,P10,1,20000,20000
T0000643,P01,1,22000,22000
T0000643,P02,2,18000,36000
T0000644,P04,1,25000,25000
T0000645,P07,1,24000,24000
T0000645,P03,2,25000,50000
T0000646,P01,2,22000,44000
T0000647,P10,2,20000,40000
T0000647,P01,2,22000,44000
T0000648,P04,1,25000,25000
T0000648,P02,1,18000,18000
T0000649,P09,2,15000,30000
T0000649,P03,1,25000,25000
T0000649,P01,1,22000,22000
T0000650,P04,2,25000,50000
T0000650,P01,1,22000,22000
T0000651,P04,2,25000,50000
T0000651,P07,1,24000,24000
T0000652,P05,1,15000,15000
T0000652,P02,2,18000,36000
T0000653,P02,1,18000,18000
T0000653,P07,1,24000,24000
T0000653,P03,1,25000,25000
T0000654,P09,1,15000,15000
T0000655,P04,1,25000,25000
T0000655,P07,1,24000,24000
T0000656,P09,1,15000,15000
T0000657,P02,1,18000,18000
T0000658,P05,2,15000,30000
T0000658,P03,1,25000,25000
T0000658,P07,1,24000,24000
T0000659,P03,3,25000,75000
T0000660,P02,1,18000,18000
T0000661,P03,1,25000,25000
T0000661,P07,1,24000,24000
T0000662,P07,1,24000,24000
T0000663,P05,1,15000,15000
T0000663,P12,1,14000,14000
T0000664,P02,1,18000,18000
T0000665,P03,1,25000,25000
T0000665,P04,1,25000,25000
T0000666,P09,2,15000,30000
T0000666,P07,1,24000,24000
T0000667,P07,1,24000,24000
T0000668,P03,1,25000,25000
T0000669,P04,1,25000,25000
T0000670,P09,1,15000,15000
T0000671,P02,2,18000,36000
T0000671,P12,1,14000,14000
T0000672,P01,1,22000,22000
T0000673,P10,1,20000,20000
T0000673,P07,2,24000,48000
T0000674,P03,1,25000,25000
T0000675,P10,3,20000,60000
T0000676,P03,2,25000,50000
T0000676,P05,2,15000,30000
T0000676,P09,2,15000,30000
T0000676,P07,2,24000,48000
T0000677,P02,1,18000,18000
T0000678,P04,1,25000,25000
T0000678,P10,3,20000,60000
T0000679,P05,1,15000,15000
T0000680,P07,1,24000,24000
T0000680,P01,1,22000,22000
T0000681,P02,1,18000,18000
T0000681,P04,1,25000,25000
T0000681,P12,2,14000,28000
T0000682,P12,1,14000,14000
T0000683,P01,1,22000,22000
T0000684,P02,1,18000,18000
T0000684,P09,1,15000,15000
T0000685,P03,1,25000,25000
T0000685,P07,1,24000,24000
T0000686,P02,3,18000,54000
T0000686,P01,1,22000,22000
T0000687,P01,2,22000,44000
T0000687,P07,1,24000,24000
T0000687,P05,1,15000,15000
T0000688,P02,1,18000,18000
T0000689,P05,1,15000,15000
T0000689,P03,1,25000,25000
T0000690,P02,1,18000,18000
T0000691,P10,1,20000,20000
T0000691,P05,1,15000,15000
T0000691,P01,1,22000,22000
T0000692,P03,1,25000,25000
T0000692,P10,1,20000,20000
T0000692,P05,1,15000,15000
T0000693,P02,1,18000,18000
T0000694,P01,2,22000,44000
T0000695,P01,1,22000,22000
T0000695,P02,2,18000,36000
T0000696,P05,1,15000,15000
T0000696,P02,1,18000,18000
T0000696,P03,2,25000,50000
T0000697,P05,2,15000,30000
T0000697,P09,1,15000,15000
T0000698,P01,3,22000,66000
T0000699,P01,3,22000,66000
T0000700,P03,1,25000,25000
T0000700,P05,1,15000,15000
T0000701,P07,1,24000,24000
T0000701,P05,3,15000,45000
T0000701,P01,1,22000,22000
T0000702,P07,1,24000,24000
T0000703,P04,2,25000,50000
T0000704,P09,1,15000,15000
T0000704,P01,1,22000,22000
T0000705,P02,1,18000,18000
T0000705,P04,3,25000,75000
T0000706,P03,1,25000,25000
T0000706,P01,1,22000,22000
T0000707,P02,1,18000,18000
T0000707,P07,1,24000,24000
T0000707,P04,1,25000,25000
T0000708,P01,1,22000,22000
T0000709,P04,1,25000,25000
T0000710,P07,1,24000,24000
T0000710,P03,3,25000,75000
T0000710,P01,1,22000,22000
T0000711,P10,1,20000,20000
T0000711,P05,1,15000,15000
T0000711,P04,1,25000,25000
T0000712,P04,1,25000,25000
T0000712,P09,1,15000,15000
T0000712,P01,1,22000,22000
T0000713,P07,1,24000,24000
T0000714,P05,1,15000,15000
T0000715,P04,2,25000,50000
T0000715,P07,1,24000,24000
T0000715,P02,1,18000,18000
T0000716,P03,1,25000,25000
T0000716,P01,1,22000,22000
T0000717,P01,2,22000,44000
T0000718,P07,2,24000,48000
T0000718,P05,1,15000,15000
T0000719,P05,1,15000,15000
T0000719,P12,1,14000,14000
T0000720,P07,1,24000,24000
T0000721,P02,1,18000,18000
T0000721,P07,1,24000,24000
T0000721,P05,1,15000,15000
T0000721,P01,1,22000,22000
T0000722,P02,3,18000,54000
T0000722,P05,1,15000,15000
T0000723,P01,1,22000,22000
T0000723,P04,2,25000,50000
T0000723,P02,1,18000,18000
T0000724,P03,2,25000,50000
T0000725,P05,1,15000,15000
T0000725,P04,1,25000,25000
T0000725,P01,1,22000,22000
T0000726,P02,1,18000,18000
T0000726,P01,2,22000,44000
T0000726,P03,2,25000,50000
T0000727,P07,1,24000,24000
T0000728,P02,1,18000,18000
T0000728,P07,1,24000,24000
T0000729,P10,1,20000,20000
T0000730,P12,3,14000,42000
T0000730,P07,1,24000,24000
T0000730,P10,1,20000,20000
T0000731,P01,1,22000,22000
T0000731,P03,1,25000,25000
T0000731,P07,1,24000,24000
T0000731,P04,1,25000,25000
T0000732,P01,2,22000,44000
T0000733,P07,1,24000,24000
T0000733,P03,2,25000,50000
T0000734,P07,3,24000,72000
T0000735,P01,1,22000,22000
T0000736,P09,1,15000,15000
T0000736,P01,2,22000,44000
T0000736,P07,1,24000,24000
T0000737,P01,2,22000,44000
T0000738,P12,1,14000,14000
T0000738,P04,1,25000,25000
T0000739,P04,1,25000,25000
T0000739,P03,2,25000,50000
T0000740,P07,1,24000,24000
T0000740,P01,1,22000,22000
T0000741,P07,1,24000,24000
T0000741,P02,1,18000,18000
T0000742,P03,2,25000,50000
T0000742,P05,2,15000,30000
T0000743,P03,2,25000,50000
T0000744,P12,1,14000,14000
T0000744,P03,1,25000,25000
T0000744,P04,1,25000,25000
T0000745,P07,1,24000,24000
T0000745,P05,1,15000,15000
T0000745,P04,2,25000,50000
T0000746,P01,1,22000,22000
T0000746,P04,1,25000,25000
T0000747,P07,2,24000,48000
T0000748,P01,1,22000,22000
T0000748,P02,1,18000,18000
T0000748,P05,1,15000,15000
T0000749,P09,1,15000,15000
T0000750,P03,2,25000,50000
T0000751,P04,1,25000,25000
T0000752,P09,1,15000,15000
T0000753,P04,1,25000,25000
T0000753,P10,1,20000,20000
T0000754,P03,1,25000,25000
T0000754,P09,2,15000,30000
T0000755,P10,1,20000,20000
T0000755,P09,1,15000,15000
T0000756,P03,2,25000,50000
T0000756,P01,1,22000,22000
T0000757,P04,1,25000,25000
T0000758,P09,1,15000,15000
T0000758,P03,1,25000,25000
T0000759,P01,1,22000,22000
T0000759,P05,2,15000,30000
T0000760,P04,2,25000,50000
T0000760,P01,1,22000,22000
T0000760,P05,1,15000,15000
T0000760,P03,1,25000,25000
T0000761,P01,2,22000,44000
T0000762,P12,2,14000,28000
T0000762,P01,1,22000,22000
T0000763,P03,1,25000,25000
T0000764,P01,3,22000,66000
T0000765,P03,2,25000,50000
T0000766,P03,1,25000,25000
T0000766,P05,1,15000,15000
T0000767,P07,1,24000,24000
T0000768,P07,1,24000,24000
T0000768,P05,1,15000,15000
T0000768,P01,2,22000,44000
T0000769,P07,1,24000,24000
T0000770,P03,1,25000,25000
T0000771,P01,1,22000,22000
T0000772,P03,1,25000,25000
T0000772,P07,2,24000,48000
T0000772,P01,1,22000,22000
T0000772,P12,1,14000,14000
T0000773,P05,1,15000,15000
T0000773,P02,1,18000,18000
T0000773,P01,3,22000,66000
T0000774,P07,1,24000,24000
T0000775,P05,1,15000,15000
T0000776,P02,1,18000,18000
T0000777,P04,1,25000,25000
T0000778,P05,1,15000,15000
T0000779,P05,1,15000,15000
T0000779,P02,1,18000,18000
T0000779,P01,1,22000,22000
T0000779,P04,1,25000,25000
T0000780,P09,1,15000,15000
T0000780,P04,1,25000,25000
T0000781,P07,3,24000,72000
T0000781,P04,1,25000,25000
T0000781,P03,2,25000,50000
T0000781,P10,1,20000,20000
T0000782,P09,2,15000,30000
T0000782,P04,1,25000,25000
T0000782,P02,1,18000,18000
T0000783,P01,1,22000,22000
T0000784,P02,2,18000,36000
T0000785,P03,1,25000,25000
T0000786,P07,1,24000,24000
T0000787,P04,1,25000,25000
T0000787,P03,1,25000,25000
T0000788,P04,1,25000,25000
T0000788,P10,1,20000,20000
T0000788,P02,2,18000,36000
T0000789,P04,3,25000,75000
T0000790,P01,1,22000,22000
T0000790,P12,1,14000,14000
T0000791,P05,1,15000,15000
T0000792,P03,2,25000,50000
T0000792,P10,1,20000,20000
T0000793,P04,1,25000,25000
T0000794,P07,1,24000,24000
T0000794,P10,2,20000,40000
T0000794,P02,1,18000,18000
T0000795,P01,1,22000,22000
T0000795,P05,2,15000,30000
T0000796,P07,1,24000,24000
T0000796,P04,1,25000,25000
T0000796,P03,1,25000,25000
T0000796,P05,1,15000,15000
T0000797,P01,2,22000,44000
T0000797,P07,1,24000,24000
T0000798,P01,2,22000,44000
T0000798,P05,3,15000,45000
T0000798,P12,2,14000,28000
T0000798,P07,1,24000,24000
T0000799,P03,1,25000,25000
T0000800,P02,1,18000,18000
T0000800,P03,1,25000,25000
T0000800,P05,1,15000,15000
T0000801,P01,1,22000,22000
T0000802,P05,1,15000,15000
T0000802,P09,1,15000,15000
T0000802,P01,2,22000,44000
T0000803,P05,1,15000,15000
T0000803,P01,1,22000,22000
T0000804,P01,1,22000,22000
T0000805,P01,1,22000,22000
T0000805,P03,1,25000,25000
T0000805,P07,1,24000,24000
T0000805,P09,1,15000,15000
T0000806,P07,1,24000,24000
T0000807,P09,1,15000,15000
T0000808,P10,1,20000,20000
T0000808,P01,2,22000,44000
T0000809,P03,1,25000,25000
T0000810,P04,1,25000,25000
T0000810,P01,2,22000,44000
T0000810,P09,1,15000,15000
T0000810,P03,1,25000,25000
T0000811,P07,1,24000,24000
T0000812,P01,1,22000,22000
T0000813,P12,1,14000,14000
T0000814,P04,1,25000,25000
T0000815,P07,2,24000,48000
T0000815,P05,2,15000,30000
T0000816,P04,2,25000,50000
T0000817,P03,2,25000,50000
T0000817,P04,1,25000,25000
T0000817,P05,1,15000,15000
T0000817,P07,1,24000,24000
T0000818,P07,1,24000,24000
T0000818,P05,2,15000,30000
T0000819,P03,1,25000,25000
T0000820,P07,2,24000,48000
T0000821,P02,1,18000,18000
T0000821,P04,1,25000,25000
T0000822,P02,2,18000,36000
T0000822,P03,1,25000,25000
T0000822,P01,3,22000,66000
T0000823,P02,1,18000,18000
T0000824,P09,1,15000,15000
T0000824,P03,1,25000,25000
T0000825,P09,2,15000,30000
T0000826,P07,2,24000,48000
T0000827,P04,1,25000,25000
T0000828,P05,2,15000,30000
T0000828,P03,1,25000,25000
T0000828,P02,1,18000,18000
T0000829,P02,1,18000,18000
T0000829,P04,1,25000,25000
T0000830,P02,1,18000,18000
T0000831,P02,1,18000,18000
T0000832,P04,1,25000,25000
T0000832,P05,1,15000,15000
T0000833,P01,1,22000,22000
T0000833,P02,1,18000,18000
T0000834,P12,1,14000,14000
T0000835,P07,2,24000,48000
T0000836,P05,1,15000,15000
T0000836,P02,1,18000,18000
T0000836,P04,1,25000,25000
T0000837,P03,1,25000,25000
T0000838,P07,1,24000,24000
T0000839,P07,1,24000,24000
T0000839,P03,1,25000,25000
T0000840,P09,1,15000,15000
T0000840,P04,1,25000,25000
T0000841,P05,1,15000,15000
T0000842,P02,1,18000,18000
T0000842,P07,2,24000,48000
T0000842,P04,1,25000,25000
T0000843,P12,2,14000,28000
T0000843,P09,2,15000,30000
T0000843,P05,3,15000,45000
T0000844,P04,3,25000,75000
T0000845,P02,1,18000,18000
T0000846,P02,1,18000,18000
T0000847,P07,1,24000,24000
T0000847,P03,2,25000,50000
T0000848,P01,1,22000,22000
T0000849,P04,1,25000,25000
T0000850,P02,1,18000,18000
T0000851,P07,1,24000,24000
T0000851,P01,2,22000,44000
T0000852,P07,2,24000,48000
T0000852,P02,2,18000,36000
T0000853,P05,1,15000,15000
T0000854,P05,1,15000,15000
T0000855,P05,1,15000,15000
T0000855,P03,2,25000,50000
T0000856,P03,1,25000,25000
T0000856,P04,2,25000,50000
T0000856,P01,3,22000,66000
T0000857,P04,1,25000,25000
T0000857,P07,1,24000,24000
T0000858,P03,1,25000,25000
T0000859,P05,3,15000,45000
T0000860,P03,1,25000,25000
T0000861,P10,1,20000,20000
T0000862,P03,2,25000,50000
T0000863,P04,1,25000,25000
T0000863,P12,2,14000,28000
T0000864,P07,2,24000,48000
T0000865,P03,2,25000,50000
T0000865,P05,1,15000,15000
T0000865,P02,1,18000,18000
T0000866,P09,1,15000,15000
T0000867,P04,1,25000,25000
T0000868,P01,3,22000,66000
T0000868,P05,1,15000,15000
T0000869,P05,1,15000,15000
T0000869,P12,2,14000,28000
T0000870,P04,1,25000,25000
T0000870,P02,2,18000,36000
T0000870,P05,1,15000,15000
T0000871,P09,1,15000,15000
T0000872,P01,1,22000,22000
T0000872,P07,1,24000,24000
T0000872,P10,1,20000,20000
T0000873,P02,1,18000,18000
T0000874,P05,1,15000,15000
T0000875,P05,1,15000,15000
T0000876,P09,1,15000,15000
T0000876,P02,1,18000,18000
T0000876,P03,1,25000,25000
T0000876,P04,1,25000,25000
T0000877,P12,2,14000,28000
T0000877,P02,1,18000,18000
T0000878,P02,1,18000,18000
T0000879,P02,1,18000,18000
T0000880,P10,2,20000,40000
T0000880,P05,2,15000,30000
T0000881,P05,1,15000,15000
T0000882,P01,1,22000,22000
T0000883,P05,2,15000,30000
T0000883,P10,2,20000,40000
T0000884,P04,2,25000,50000
T0000885,P03,1,25000,25000
T0000885,P07,1,24000,24000
T0000886,P07,2,24000,48000
T0000886,P05,1,15000,15000
T0000887,P12,1,14000,14000
T0000887,P05,1,15000,15000
T0000888,P10,3,20000,60000
T0000888,P01,2,22000,44000
T0000889,P03,1,25000,25000
T0000889,P07,2,24000,48000
T0000889,P01,1,22000,22000
T0000889,P02,1,18000,18000
T0000890,P07,2,24000,48000
T0000891,P07,1,24000,24000
T0000892,P09,1,15000,15000
T0000892,P02,1,18000,18000
T0000893,P05,1,15000,15000
T0000893,P07,1,24000,24000
T0000893,P02,1,18000,18000
T0000893,P10,1,20000,20000
T0000894,P03,1,25000,25000
T0000894,P07,1,24000,24000
T0000895,P05,1,15000,15000
T0000895,P02,1,18000,18000
T0000896,P01,1,22000,22000
T0000896,P07,1,24000,24000
T0000897,P01,1,22000,22000
T0000897,P02,1,18000,18000
T0000898,P07,1,24000,24000
T0000898,P10,1,20000,20000
T0000899,P01,1,22000,22000
T0000899,P02,2,18000,36000
T0000900,P10,2,20000,40000
T0000900,P04,2,25000,50000
T0000901,P04,1,25000,25000
T0000902,P04,1,25000,25000
T0000902,P03,1,25000,25000
T0000902,P10,1,20000,20000
T0000903,P05,2,15000,30000
T0000904,P10,1,20000,20000
T0000904,P05,1,15000,15000
T0000905,P01,2,22000,44000
T0000905,P02,3,18000,54000
T0000906,P09,1,15000,15000
T0000907,P12,3,14000,42000
T0000908,P04,1,25000,25000
T0000909,P07,2,24000,48000
T0000910,P05,2,15000,30000
T0000911,P09,1,15000,15000
T0000911,P03,1,25000,25000
T0000912,P07,1,24000,24000
T0000912,P04,1,25000,25000
T0000912,P05,1,15000,15000
T0000913,P03,1,25000,25000
T0000913,P05,3,15000,45000
T0000914,P07,1,24000,24000
T0000915,P07,1,24000,24000
T0000916,P05,1,15000,15000
